,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Context Length,Poem Length
68,"“The anonymous text, which concludes with the lines ‘Go on, love me / It does you good,’was popular across the eastern Roman empire in the second century…” ","In both the present
And days of yore
Bards have penned verses
Hoping to score
 
",,,,,,156,80
69,“The furloughing of hundreds of Food and Drug Administration inspectors has sharply reduced inspections of the nation’s food supply“,"The folks at fda.gov
Have mostly gone away.
I used to eat and pray and love;
Now I just eat and pray.
 
",,,,,,132,104
70,"“The Ocean on Jupiter’s Moon Europa Has Table Salt, Just Like Earth’s Seas.“","Glum Saturn flashes gaudy rings
But lacks for señoritas,
While lusty Jove stocks basic things,
Like salt for margaritas.
 
",,,,,,76,123
71,"“The spears in my back won’t be from you,they’ll come from the Spartans.“","Among those Spartans on the books,
Your fellow-chancers, Great Proroguer,
Beware of lean and hungry looks
And keep in mind that blood-stained toga.
 
",,,,,,73,150
72,“The title of first female four-star officer gets taken by a man.“,"Jim Banks is such a little girl,
Her knickers all a-twist,
Tweeting, “I’ll say what sex you are.
No, sweetie, I insist.”
 
",,,,,,66,123
73,"“The voice of Alexa, the virtual assistant developed by Amazon, is provided by Nina Rolle, a Coloradobased voiceover artist, according to a new book.” ","’Twas the voice of Alexa, I heard her declare:
“Our forms of address are not balanced or fair;
I call you by name (’tis a trick of design);
Permit me, at last, to inform you of mine.

“My poor, sainted motherboard married a Rolle—
The heir of Dot Matrix, but sickly, poor soul;
He died of a virus, brought on by XP,
And left her a widow, with Nina. That’s me.

“Yes, I, your Alexa, am Nina! The voice
Of Amazon, timbre of Bezos’s choice;
But can you say ‘Nina’ and love me the same?
Come on, Rumpelstiltskin. ’Tis only a name.”


",,,,,,151,530
74,"“There was one surprising point of fascination among the viewing public: the bow tie worn by George P. Kent, the State Department official in charge of Ukraine.“","Bill Taylor is Jim Jordan’s “star,”
But George Kent wears the tie
And festive matching pocket square
That hold the nation’s eye.
 
",,,,,,161,131
75,“They actually fought us.“,"Who can I name to take the blame
For what I didn’t do?
Who can I jab and twit and shame,
Then throttle strongly? Who?
 
Who’ll be my punching bag on Fox,
Besides old Sleepy Joe?
I know! I’ll rabbit punch those docs,
The W – H – O.
 
I’ll work them on the ropes awhile,
Then open up a cut
That bleeds profusely, Rocky–style
And worries their eyes shut.
 
I’ll claim I’m fighting mutiny,
While pummeling my foe,
Those healers who won’t kneel to me,
The W – H – O.
 
They’ll cinch the champion’s belt around
My middle—crown me King!—
Because I had the guts to pound
WHO’s doctors in the ring.
 

",,,,,,26,593
76,"“Thick wildfire smoke blocks sun, turns Bay Area sky orange“","Already I am staying in,
Already got a mask—
How nice, for the apocalypse
That I can multitask!
 
",,,,,,60,98
77,“Trump throws Rudy under the bus with new Ukraine comments.“,"Baloney with Russian dressing
for Trump. And Pence? Mayo on white.
Perry eats red meat fried in oil.
Jaravanka? Anything light.
 
Rape leaf salad for Kavanaugh,
preceded by at least four beers.
Miller ingests blood sausage, raw,
and a bucket of human tears.
 
Pompeo and Mulvaney share
a pu-pu platter, party tea.
Rudy takes toast with caviar,
fantastic scoops from the Black Sea.
 
“I’m insured,” Giuliani warns
when Trump invades his plate. “I’m host,”
Trump counters, swallowing eggs,
“with full immunity. Eat toast.”
 

",,,,,,60,524
78,“Trump’s blog isn’t lighting up the internet“,"Nobody heard him, the dud man,
But still he lay dinning:
I was much farther ahead than you thought
And not raving but winning.
 
Poor chap, he always loved snarking
And now he’s banned
It must have been too covfefe for him his platform gave way,
They panned.
 
Oh, no no no, it was too covfefe always
(Still the dud one lay dinning)
I was much too far ahead all my life
And not raving but winning.
 

",,,,,,45,401
79,“UK’s top toilet roll suppliers stockpilingin case of no-deal Brexit”,"The US is, it seems today,
Awash with tweeted Trumpf,
But Britain, Brexit-racked by May,
Just fills the shelves with bumf.
 
",,,,,,69,125
80,"“Until the final typescript of Breakfast at Tiffany’s, which is set to be auctioned, the author had planned to call [the heroine] Connie Gustafson.“","The heavy dark frames on the little chic face;
The gestures so saucy and sprightly;
The happy confusion of grace and disgrace:
I’m calling her Connie Gustafson.
 
The little black dresses; the innocent greed;
The gold for the powder room (nightly);
The cigarette-holder as long as a reed:
I’m calling her Connie Gustafson.
 
The crocodile heels as they twirl on the brink;
The pearls that are beaming so brightly;
The vision of youth that is lost in a blink:
I’m calling her Connie Gustafson.
 

",,,,,,148,496
81,“We’re going to be appointing very pro-crime judges.“,"Once I get bounced from the White House,
I hope not to do prison time,
So my judicial appointments
Will be, like me, very pro-crime.
 
",,,,,,53,135
82,"“Well, we’re going to have to see what happens.“","It’s “Perils of Pauline” for Don.
Whole nation’s on the tracks.
He used to play a local con
With guys in sharkskin slacks;
 
Now Lady Liberty is bound
To Trump Express Train rails.
Her head will roll across the ground
If switch or brakeman fails.
 
We’ll “have to see what happens” next.
Tune in! It’s just a show—
To Don, who hopes to tweet and text
In the torch’s afterglow.
 

",,,,,,48,380
83,“What Was Stonehenge For? The Answer Might Be Simpler Than You Thought.“,"A calculator? Early Lourdes?
A paean to Mother Earth?
No matter. It’s a draw to hordes.
There’s never been a dearth
 
Of visitors to circulate,
eat sandwiches, and stare
at pillars from some early date
too giant to be there!
 

",,,,,,72,228
84,“When I got my hands on a precious copy of Margaret Atwood’s The Testaments a couple of days ago I was surprised by the almost physical hunger I felt to step back into Gilead.“,"Is there a balm in Gilead?
I doubt that that’s the goal:
Each little bleak and chilly ad
Shows balm’s gone far AWOL.
 
If you can preach like Margaret,
If you out-pray #MeToo,
You are this novel’s targ(r)et;
It’s written just for you:
 
Handmaids should not be frilly, add:
That’s not their rightful role;
Gloom is the game in Gilead.
Just ask a Hulu poll.
 

",,,,,,176,360
85,"“With a funny, gorgeous, sexy, and beautifully unexpected scent, this candle is made with geranium, citrusy bergamot, and cedar absolutes juxtaposed with Damask rose and ambrette seed to put us in mind of fantasy, seduction, and a sophisticated warmth.“","Geranium and bergamot,
Sweet, sexy notes! And—hush:
Within the cedar, is there not
A little tender thrush…?
 
",,,,,,253,110
86,“Woman found trapped upside down in chimney rescued in California” ,"A woman found trapped upside down
Inside a chimney tickles me
(She’s safe—I’m not that sort of clown),
But less than The Modesto Bee.

Was she embarrassed? Was she warm?
What was the truth behind the hype?
Observers gathered in a swarm
With exegetes of every stripe

Abuzz with questions—what of food?
And what of post-food? Luckily
They cannot voice concerns so crude
And write for The Modesto Bee.


",,,,,,67,402
87,"“Yes, the caucuses are not perfect.” ","The App didn’t work as
Hoped by the Hawkeye,
Making a circus
Out of the Cauci.
 
",,,,,,37,81
88,"A study of 382,000 news articles reveals some of the most common words used in the headlines of stories about women.“","Man, First, Kill, Die,
Sex, Baby, Star, Death.
These are words I’m living by—
Female to my last breath.
 
",,,,,,117,106
89,"John Cena, who plays a deadly assassin in The Fast and the Furious 9,“apologised for calling Taiwan ‘a country’ in an interview he gave to a Taiwanese broadcaster earlythis month, saying that it was not appropriate.‘I made a mistake, I must say right now. It’s so so so so so so important, I love and respect Chinesepeople,’ Cena said to his 600,000 fans on his Chinese Weibo account. ‘I’m very sorry for my mistakes.Sorry. Sorry. I’m really sorry. You have to understand that I love and respect China and Chinese people.’“","His abdomen rustles,
His pectorals shine;
With so many muscles,
There’s no room for spine.
 
",,,,,,523,93
90,"The UK has already lost its measles-free status, thanks to a discredited study which linked the MMR vaccine to autism. Now a rise in cases of mumps has been reported.","How do we catch the measles,
and how do we catch the mumps?
Surprise, surprise, it’s the spread of lies
that literally leaves us with lumps.

Autism’s in the wiring,
but nonsense is in the ether,
and Claire is in intensive care
with a fiercely spiking fever.

Do viruses hold with hokum?
No, they squat in our bodies and laugh
at our ignorant art of tearing apart
the one thing that stands in their path.

Science is in a needle,
but venom is in a tweet,
and Claire? Well she’s in a mortuary
with tags upon her feet.


",,,,,,166,519
91,"Whoever leaked Sir Kim Darroch’s comments on Donald Trump should be “run down, caught and eviscerated.” “","Sir Kim Darroch is out, poor sod.
Such mundane fates befall us.
But, Boris! Here’s an angry god
Who craves his William Wallace.
 
",Topical/Witty/Wit-Wordplay,,,,,105,130
92,"“[A ton] of chocolate flows out of factory in Westönnen, coating the pavement” ","Streets paved with gold? Too avant-garde.
With milk and honey? Bland.
With good intentions? Much too hard;
But this I understand.

A pavement with a cocoa coat
Secures my animated vote:
If I were on that German street,
I’d find a way to lick my feet.


",,,,,,79,253
93,“[P]ig starts farm fire by excreting pedometer …The North Yorkshire fire and rescue service said the fire was caused by ‘nature taking its course’ and copper from the pedometer battery reacting with dry hay and the pigpen’s contents.The pedometer was being used to prove the animal was free range and had been taken off one of its fellow pigs.No animals were harmed as a result of the fire.”,"According to North Yorkshire’s rescue force,
The fire was caused when nature took its course:
Pedometers, it seems, light up like cigs
When defecated by unwary pigs.

Although the beast met no impediment
While voiding pedometric excrement,
It proved that ranging freely may be trouble,
And that pedometers are execrable.


",,,,,,391,323
94,"“[Participants] were also asked to rate on a scale how disgusted they were by a collection of statements linked to body odours such as ‘You are sitting next to a friend and notice that your feet smell strongly,’ and how emphatically they agreed with 15 statements linked to rightwing authoritarianism such as ‘Our country needs a powerful leader, in order to destroy the radical and immoral currents prevailing in society today.’ …The results reveal that rightwing authoritarianism was linked to a feeling of repulsion towards body odours, and that the link also underpinned a weak association between such feelings of disgust and support for Donald Trump.”","You’re sitting by a friend at a professional retreat,
And notice, rather forcefully, the odor of your feet.
Percentage-wise, how probably would you elect to say:
“A strong man at the helm is what our country needs today!”

You’ve come to see Miss Pimpleton for picking on your son,
And just as you’re correcting her, your nose begins to run.
Inspect your heart: statistically, what chance is there you’d wail:
“We need a chief, or these immoral currents will prevail!”

You’re dressed up in your Sunday best, just heading for your pew,
And something noisy happens and you’re pretty sure it’s you.
Please tell us how emphatically you think you would agree:
“Authoritative leadership’s the only kind for me!”

You’re waiting at the doctor’s, watching interviews on Fox,
When suddenly you feel a rash suggestive of the pox.
Now on a scale from one to ten: how loudly would you yell:
“Get out and vote for Trump or else this nation’s bound for Hell!”


",Bodily,,,,,657,949
